Current LGU: LGU Name,LARA Business ID,Account Name,DBA,Address,Type,Status
LANSING CITY,0271474,CONCORD LANSING DWTN LLC (A DELAWARE LIMITED LIABILITY COMPANY),COURTYARD BY MARRIOT LANSING DOWNTOWN,"600 E Michigan Ave, Lansing, MI 48912-1151 United States",Social District,Issued
LANSING CITY,249355,"CUL, LLC",,"313 N Cedar St, Lansing, MI 48912-1285 United States",Social District,Issued
LANSING CITY,1245,"ESQUIRE, INC.",ESQUIRE BAR,"1250 Turner St, Lansing, MI 48906-4340",Social District,Issued
LANSING CITY,237996,"LANSING BREWING COMPANY, LLC",,"518 E Shiawassee St, Lansing, MI 48912-1295",Social District,Issued
LANSING CITY,612,LANSING ENTERTAINMENT AND PUBLIC FACILITIES AUTHORITY,LANSING CENTER,"333 E Michigan Ave, Lansing, MI 48933-1418",Social District,Issued
LANSING CITY,232493,LOGG N SAUCE LLC,MEAT,"1224 Turner St, Lansing, MI 48906-4383 United States",Social District,Issued
LANSING CITY,248772,"MASH MAVERICKS, INC.",MICHIGRAIN DISTILLERY,"523 E Shiawassee St, Lansing, MI 48912-1213",Social District,Issued
LANSING CITY,5013,MID MICHIGAN INVESTMENT COMPANY,OMAR'S,"316 E Michigan Ave, Lansing, MI 48933-1419",Social District,Issued
LANSING CITY,195852,ON THE GRAND INC.,GRAND CAFE SIR PIZZA,"201 E Cesar E Chavez Ave, Lansing, MI 48906-4329 United States",Social District,Issued
LANSING CITY,242107,"OZONE'S BREWHOUSE, LLC",,"305 Beaver St, Lansing, MI 48906",Social District,Issued
LANSING CITY,245865,"REPLAY TAVERN, LLC",THE GRID ARCADE & BAR,"226 E Cesar E Chavez Ave, Lansing, MI 48906-4328 United States",Social District,Issued
LANSING CITY,229067,"SAINT WARMELS, LLC",MIDTOWN BREWING COMPANY,"402 S Washington Sq, Lansing, MI 48933-2172",Social District,Issued
LANSING CITY,0262517,"SLEEPWALKER SPIRITS AND ALE, INC.","SLEEPWALKER SPIRITS AND ALE, INC.","1101 S Washington Ave, Lansing, MI 48910-1648 United States",Social District,Issued
LANSING CITY,231956,"THE POTENT POTABLES PROJECT, LLC",ZOOBIE'S OLD TOWNE TAVERN,"611 E Cesar E Chavez Ave, Lansing, MI 48906-5339 United States",Social District,Issued
LANSING CITY,239417,"THE POTENT POTABLES PROJECT, LLC",THE CREOLE,"1218 Turner St, Lansing, MI 48906-4340",Social District,Issued
LANSING CITY,243645,"URBANBEAT EVENT CENTER, INC.",URBANBEATS EVENT CENTER,"1215 Turner St, Lansing, MI 48906-4341",Social District,Issued
LAPEER CITY,241615,JANKOVIC HOLDINGS INC,OLD DETROIT BURGER BAR,"348 W Nepessing St, Lapeer, MI 48446-2149",Social District,Issued
LAPEER CITY,238226,LIQUID ART LLC,TILTED AXIS BREWING COMPANY,"303 W Nepessing St, Lapeer, MI 48446-2105",Social District,Issued
LAPEER CITY,0259013,POPOVICH HOLDINGS INC.,VINYL BAR & GRILL,"393 W Nepessing St, Lapeer, MI 48446-2105 United States",Social District,Issued
LAPEER CITY,234632,WOOD CHIPS LLC,WOOD CHIPS,"315 W Nepessing St, Lapeer, MI 48446-2105",Social District,Issued
LESLIE CITY,0265117,LESLIE HAPPY OURS LLC,LESLIE HAPPY OUR'S,"147 S Main St, Leslie, MI 49251-2525 United States",Social District,Escrow
LESLIE CITY,0264833,"BOSS CIDER COMPANY, LLC","BOSS CIDER COMPANY, LLC","139 S Main St, Leslie, MI 49251-2517 United States",Social District,Issued
LOWELL CITY,3341,"B. T. BROTHERS, INC.",SNEAKER'S,"211 E Main St, Lowell, MI 49331-1711",Social District,Issued
LOWELL CITY,141193,"BERGIN BUILDING MANAGEMENT CO., L.L.C.",FLAT RIVER BISTRO,"201-203 E Main St, Lowell, MI 49331 United States",Social District,Issued
LOWELL CITY,243261,"BIG BOILER BREWING, LLC",BIG BOILER BREWING,"318 E Main St, Lowell, MI 49331-1714",Social District,Issued
LOWELL CITY,0274059,"RIPPLE RESTAURANT GROUP, LLC",,"123 W Main St, Lowell, MI 49331-1605 United States",Social District,Issued
LOWELL CITY,242244,"UNION ESTATES, LLC",NEW UNION BREWERY,"400 W Main St, Lowell, MI 49331-1617",Social District,Issued
LOWELL CITY,239099,"VAN ZEIG, LLC",MAIN STREET BBQ,"210 E Main St, Lowell, MI 49331-1712",Social District,Issued
LUDINGTON CITY,99389,"LUCIANO RISTORANTI, INC.",LUCIANO'S RISTORANTE,"103 W Ludington Ave, Ludington, MI 49431-2021",Social District,Escrow
LUDINGTON CITY,242367,TIMBERS BAR AND GRILL OF LUDINGTON L.L.C.,TIMBERS,"320 S James St, Ludington, MI 49431-2106",Social District,Escrow
LUDINGTON CITY,242580,"BASS LAKE BREWING, LLC",LUDINGTON BAY BREWING CO.,"515 S James St, Ludington, MI 49431-2325",Social District,Issued
LUDINGTON CITY,217682,BLU MOON GROUP LLC,THE BLU MOON,"125 S James St, Ludington, MI 49431-2101 United States",Social District,Issued
LUDINGTON CITY,0270724,GARY AARON CONSULTING LLC,LUDINGTON PUB,"209 S James St, Ludington, MI 49431-2103 United States",Social District,Issued
LUDINGTON CITY,142627,"OLD HAMLIN RESTAURANT, INC.",OLD HAMLIN RESTAURANT,"122 W Ludington Ave, Ludington, MI 49431-2022",Social District,Issued
LUDINGTON CITY,199835,"SAND BAR OF LUDINGTON, LLC",SAND BAR,"203 S James St, Ludington, MI 49431-2103",Social District,Issued
LUDINGTON CITY,97911,"SJS VENTURES, INC.",JAMESPORT BREWING COMPANY,"412 S James St, Ludington, MI 49431-2159",Social District,Issued
LUDINGTON CITY,152277,"SPORTSMAN'S RESTAURANT & BAR, INC.",SPORTSMAN'S RESTAURANT & BAR,"107-109-111 W Ludington Ave, Ludington, MI 49431-2021",Social District,Issued
LUDINGTON CITY,0269300,THE Q SMOKEHOUSE INC,,"225 S James St, Ludington, MI 49431-2103 United States",Social District,Issued
MANCHESTER VILLAGE,245862,"FRANK'S PLACE, LLC",FRANK'S PLACE,"104 E Main St, Manchester, MI 48158-8748",Social District,Issued
MANCHESTER VILLAGE,240707,"OVER THE EDGE PIZZA, INC.",OVER THE EDGE PIZZA AND SPORTS BAR,"230 E Main St, Manchester, MI 48158-8781",Social District,Issued
MANCHESTER VILLAGE,0260332,RIVER RAISIN DISTILLERY LLC,RIVER RAISIN DISTILLERY LLC,"480 W Main St, Manchester, MI 48158-9601 United States",Social District,Issued
MANCHESTER VILLAGE,5336,"THE MANCHESTER HOTEL COMPANY, INC.",BLACK SHEEP TAVERN,"115 E Main St, Manchester, MI 48158-9318",Social District,Issued
MANCHESTER VILLAGE,0277592,"VA147 HOLDINGS, LLC",,"230 E Main St, Manchester, MI 48158-8781 United States",Social District,Pending
MANISTEE CITY,232290,"BLUE FISH KITCHEN, LLC",BLUE FISH KITCHEN,"312 River St, Manistee, MI 49660-2708",Social District,Issued
MANISTEE CITY,239249,"LOU LOU'S ENTERTAINMENT, LLC",TJ'S PUB AND RAMSDELL INN,"400 River St, Manistee, MI 49660-1523",Social District,Issued
MANISTEE CITY,245198,NORTH CHANNEL BREWING LLC,NORTH CHANNEL BREWING LLC,"86 Washington St, Manistee, MI 49660-1231",Social District,Issued
MANISTEE CITY,0263574,"TACO 'BOUT IT MEXICAN FUSION, LLC","TACO 'BOUT IT MEXICAN FUSION, LLC","344 River St, Manistee, MI 49660-2708 United States",Social District,Issued
MANISTEE CITY,0270922,"FRICANO'S MANISTEE RIVER, LLC","FRICANO'S MANISTEE RIVER, LLC","440 River St, Manistee, MI 49660-1582 United States",Social District,Pending
MANISTEE CITY,0278879,PORTAGE POINT RENTALS L.L.C.,,"318 River St, Manistee, MI 49660-2742 United States",Social District,Pending
MANISTIQUE CITY,0269533,"BFE ENTERPRISES, LLC",MICHIGAN MADE - MANISTIQUE,"215 Oak St, Manistique, MI 49854-1433 United States",Social District,Issued
MANISTIQUE CITY,0268896,"BOARDWALK BAR & GRILL, LLC",BOARDWALK BAR & GRILL,"238 S Cedar St, Manistique, MI 49854-1426 United States",Social District,Issued
MANISTIQUE CITY,138703,"MARY LOU HOFFMAN, INC.",MARLEY'S BAR & GRILL,"127 Walnut St, Manistique, MI 49854-1435",Social District,Issued
MANISTIQUE CITY,242947,"TAP21, LLC",TAP21,"242 S Cedar St, Manistique, MI 49854-1426",Social District,Issued
MANISTIQUE CITY,229233,"WHEATY'S PUB, LLC",WHEATY'S PUB,"204 S Cedar St, Manistique, MI 49854-1426",Social District,Issued
MARSHALL CITY,226516,BOGAR THEATRE LLC,BOGAR THEATRE LLC,"223 E Michigan Ave, Marshall, MI 49068-1545",Social District,Issued
MARSHALL CITY,249305,COPPER PUB LLC,Copper Athletic Club,"133 W Michigan Ave, Marshall, MI 49068-1521",Social District,Issued
MARSHALL CITY,232196,MARSHALL'S BROADWAY GRILLE LLC,MARSHALL'S BROADWAY GRILLE,"107 W Michigan Ave, Marshall, MI 49068-1521",Social District,Issued
MARSHALL CITY,0268787,PARTNERS IN WINE L.L.C,"TWISTED RIVERS WINERY, LLC","131 W Michigan Ave, Marshall, MI 49068-1521 United States",Social District,Issued
MARSHALL CITY,1436,"SCHULER RESTAURANTS, INC.",,"115 S Eagle St, Marshall, MI 49068-1511",Social District,Issued
MARSHALL CITY,0259585,VERITAS VINEYARD LLC,GRAND RIVER BREWERY,"101 W Michigan Ave, Marshall, MI 49068-1521 United States",Social District,Issued
MARSHALL CITY,215581,"WARNER VINEYARDS, INC.",,"116 E Michigan Ave, Marshall, MI 49068-1544",Social District,Issued
MIDLAND CITY,0273214,ASTER LLC,ASTER,"134 Ashman St, Midland, MI 48640-5138 United States",Social District,Issued
MIDLAND CITY,235948,"GRAPE BEGINNINGS WINERY, LLC",,"244 E Main St, Midland, MI 48640-5114",Social District,Issued
MIDLAND CITY,248553,"GRATZI RESTAURANT IN MIDLAND, LLC & DOWNTOWN MIDLAND ENTERTAINMENT, LLC",GRATZI,"120 Main St, Midland, MI 48640",Social District,Issued
MIDLAND CITY,0262702,"MOLASSES, LLC",,"201 E Main St, Midland, MI 48640-5113 United States",Social District,Issued
MIDLAND CITY,7953,MVCC LIMITED PARTNERSHIP(A DELAWARE LIMITED PARTNERSHIP),THE H HOTEL,"111 W Main St, Midland, MI 48640-5155",Social District,Issued
MIDLAND CITY,145555,"PIZZA SAM, INC.",PIZZA SAM,"102 W Main St, Midland, MI 48640-5156",Social District,Issued
MIDLAND CITY,0269922,THREE BRIDGES DISTILLERY AND TAPROOM LLC,,"240 E Main St, Midland, MI 48640-5114 United States",Social District,Issued
MIDLAND CITY,231740,"WHICHCRAFT BREWING, LLC",WHICHCRAFT TAP ROOM,"124 Ashman St, Midland, MI 48640",Social District,Issued
MILAN CITY,138343,"MILAN CONCEPT, L.L.C.",FENDERS BAR & GRILL,"20 Wabash St, Milan, MI 48160-1251",Social District,Issued
MILAN CITY,0267586,MODERN CRAFT WINERY LLC,,"38 E Main St, Milan, MI 48160-1247 United States",Social District,Issued
MILAN CITY,0269485,"PEPPERS MEXICAN GRILL, INC.",,"45 E Main St, Milan, MI 48160-1476 United States",Social District,Issued
MILAN CITY,232100,"THE EARL GLADFELTER POST NO. 268 OF THE AMERICAN LEGION, MILAN, MICHIGAN","THE EARL GLADFELTER POST NO. 268 OF THE AMERICAN LEGION, MILAN, MICHIGAN","44 Wabash St, Milan, MI 48160-1251",Social District,Issued
MILAN CITY,245452,THE MORNING OWL COFFEE CORP.,THE OWL,"9 W Main St, Milan, MI 48160-1213",Social District,Issued
MONTAGUE CITY,0269491,"SAWYER'S BREWING COMPANY, LLC",SAWYERS BREWING COMPANY LLC,"4574 Dowling St, Montague, MI 49437-1265 United States",Social District,Pending
MT CLEMENS CITY,0273810,"GUMBO'S, LLC",GUMBO'S,"53 N Walnut St, Mount Clemens, MI 48043-5619 United States",Social District,Issued
MT CLEMENS CITY,235792,LNVS LLC,ABBIBO,"76 Macomb Pl, Mount Clemens, MI 48043-5626",Social District,Issued
MT CLEMENS CITY,0266345,"WORLD VARIETAL WINERY, LLC",CELLAR 104,"104 Macomb Pl, Mount Clemens, MI 48043-5651 United States",Social District,Issued
MUSKEGON CITY,241975,"18TH AMENDMENT, LLC",18TH AMENDMENT SPIRITS CO.,"350 W Western Ave, Muskegon, MI 49440-1146",Social District,Issued
MUSKEGON CITY,209718,BAKER COLLEGE OF MUSKEGON,THE CULINARY INSTITUTE OF MICHIGAN,"336 W Clay Ave, Muskegon, MI 49440-1246",Social District,Issued
MUSKEGON CITY,248502,CITY OF MUSKEGON,,"242 W Western Ave, Muskegon, MI 49440-1000",Social District,Issued
MUSKEGON CITY,0270140,CITY OF MUSKEGON,,"470 W WESTERN AVE, MUSKEGON, MI 49440 United States",Social District,Issued
MUSKEGON CITY,183775,"INGALLS BUSINESS ACQUISITION, INC.",MIKE'S INN,"555 W Western Ave, Muskegon, MI 49440-1042",Social District,Issued
MUSKEGON CITY,0261798,"JIM & GARY'S, LLC",REDMON'S,"794 Pine St, Muskegon, MI 49442-1020 United States",Social District,Issued
MUSKEGON CITY,235847,"JPN III, LLC",TOPSHELF PIZZA & PUB,"500 W Western Ave, Muskegon, MI 49440-1000",Social District,Issued
MUSKEGON CITY,0263141,"JPN IV, LLC",CAPONE'S SPEAKEASY & PIZZERIA,"794 Pine St, Muskegon, MI 49442-1020 United States",Social District,Issued
MUSKEGON CITY,264659,"LAKESIDE FOOD & SPIRITS, INC.",MARINE TAP ROOM,"1983 Lakeshore Dr, Muskegon, MI 49441-1644 United States",Social District,Issued
MUSKEGON CITY,0269682,"LEGENDS BAR & GRILLE, LLC",LEGENDS BAR & GRILLE,"446 W Western Ave, Muskegon, MI 49440-1110 United States",Social District,Issued
MUSKEGON CITY,0269657,"MUSKEGON BREWING CO., LLC",NO NAME SALOON,"609 W Western Ave, Muskegon, MI 49440-1026 United States",Social District,Issued
MUSKEGON CITY,0260681,"NIPOTE'S, LLC",,"98 W Clay Ave, Muskegon, MI 49440-1211 United States",Social District,Issued
MUSKEGON CITY,233208,"PARKLAND ACQUISITION TWO, LLC",WALKER'S BRASSERIE AND WALKER'S AN AMERICAN BRASSERIE,"460 W Western Ave, Muskegon, MI 49440-1041 United States",Social District,Issued
MUSKEGON CITY,240233,"PIGEON HILL BREWING COMPANY, LLC",,"441 W Western Ave, Muskegon, MI 49440-1109",Social District,Issued
MUSKEGON CITY,0271026,"PINES BAR, LLC",,"149 Shoreline Dr, Muskegon, MI 49440-1164 United States",Social District,Issued
MUSKEGON CITY,0264019,RAKE BEER PROJECT LLC,RAKE BEER PROJECT LLC,"794 Pine St, Muskegon, MI 49442-1020 United States",Social District,Issued
MUSKEGON CITY,0262748,"ROLF'S BARBEQUE, LLC",Dr. Rolf's Barbeque,"477 W Western Ave, Muskegon, MI 49440-1040 United States",Social District,Issued
MUSKEGON CITY,228472,"UNRULY BREWING COMPANY, LLC",,"360 W Western Ave, Muskegon, MI 49440-1273",Social District,Issued
MUSKEGON CITY,0266467,WONDERLAND DISTILLING CO.,WONDERLAND DISTILLING CO.,"1989 Lakeshore Dr, Muskegon, MI 49441-1644 United States",Social District,Issued
NEGAUNEE CITY,144047,"KIMBERLY SOWLE CORPORATION OF NEGAUNEE, INC.",BARR'S BAR,"511 Iron St, Negaunee, MI 49866-1849",Social District,Issued
NEGAUNEE CITY,8341,"NEGAUNEE ELKS LODGE #1116, INC.","NEGAUNEE ELKS LODGE #1116, INC.","107 N Pioneer Ave, Negaunee, MI 49866",Social District,Issued
NEGAUNEE CITY,239312,NEGAUNEE NIGHTLIFE CORP,,"305 Iron St, Negaunee, MI 49866-1829",Social District,Issued
NEGAUNEE CITY,240323,SMARTY'S L.L.C.,,"212 Iron St, Negaunee, MI 49866-1828",Social District,Issued
NEGAUNEE CITY,5130,TINO'S BAR & PIZZA INC.,TINO'S BAR,"220 Iron St, Negaunee, MI 49866-1828",Social District,Issued
NEGAUNEE CITY,0264766,UPPER PENINSULA BREWING COMPANY INC,UPPER PENINSULA BREWING COMPANY,"342 RAIL ST, NEGAUNEE, MI 49866-1889 United States",Social District,Issued
NEW BALTIMORE CITY,0275717,BLIND OWL PUB LLC,THE WOODEN VALVE,"36310 MAIN ST, NEW BALTIMORE, MI 48047 United States",Social District,Issued
NEW BALTIMORE CITY,227379,LITTLE CAMILLE'S INC.,LITTLE CAMILLE'S,"51083 Washington St, New Baltimore, MI 48047-2158",Social District,Issued
NEW BALTIMORE CITY,0273001,"ON THE BAY CUSTOMS, LLC",ON THE BAY CUSTOMS BOUTIQUE & CAFE,"51034 Washington St, New Baltimore, MI 48047-2157 United States",Social District,Issued
NEW BALTIMORE CITY,240535,"OXFORD RESTAURANT, INC.",FIN'S EATERY & SPIRITS,"51006 Washington St, New Baltimore, MI 48047-2157",Social District,Issued
NEW BALTIMORE CITY,222817,"SWIRL ENTERPRISES, INC.",WASHINGTON STREET WINE HOUSE,"50969 Washington St, New Baltimore, MI 48047-2155",Social District,Issued
NEW BALTIMORE CITY,131812,TOWN PUMP BAR INC.,TOWN PUMP,"51110 Bedford St, New Baltimore, MI 48047-2533",Social District,Issued
NEWAYGO CITY,0261449,"LLC SOVINSKI, LLC",,"30 STATE RD, NEWAYGO, MI 49337 United States",Social District,Pending
NEWAYGO CITY,229446,RIVER STOP L.L.C.,RIVER STOP CAFE,"52 State Rd, Newaygo, MI 49337-8127",Social District,Pending
NEWAYGO CITY,221980,"RIVER STOP SALOON, L.L.C.",RIVERSTOP SALOON,"56-60 State Rd, Newaygo, MI 49337 United States",Social District,Pending
NILES CITY,238706,THE BRASS EYE LLC,THE BRASS EYE LLC,"205 N 2nd St, Niles, MI 49120-2220",Social District,Escrow
NILES CITY,262962,"NILES BREWING COMPANY, LLC",NILES BREWING COMPANY,"206 Main St, Niles, MI 49120-2304 United States",Social District,Issued
NILES CITY,0279416,"2ND AND MAIN, INC.",,"127 E MAIN ST, NILES, MI 49120 United States",Social District,Pending
NORTHVILLE CITY,240134,"135 N. CENTER, LLC",CENTER STREET GRILLE,"135 N Center St, Northville, MI 48167-1413",Social District,Issued
NORTHVILLE CITY,244947,"BROWNDOG NORTH, LLC",BROWNDOG CREAMERY,"120 E Main St, Northville, MI 48167-1620",Social District,Issued
NORTHVILLE CITY,238831,BSIDE VENTURES LLC,LUCY & THE WOLF,"102 E Main St, Northville, MI 48167-1620",Social District,Issued
NORTHVILLE CITY,199483,"CENTER WINE, LLC",SIMPLY WINE,"109 N Center St, Northville, MI 48167-1413",Social District,Issued
NORTHVILLE CITY,8627,FRATERNAL ORDER OF EAGLES AERIE #2504,FRATERNAL ORDER OF EAGLES AERIE #2504,"113 S Center St, Northville, MI 48167-1515",Social District,Issued
NORTHVILLE CITY,222701,G3SR L.L.C.,LE GEORGE,"124 E Main St, Northville, MI 48167-1620",Social District,Issued
NORTHVILLE CITY,7001,"GENITTI'S, INC.",GENITTI'S HOLE-IN-THE-WALL,"110 E Main St, Northville, MI 48167-1620",Social District,Issued
NORTHVILLE CITY,0263118,LOS TRES AMIGOS - NORTHVILLE LLC,LOS TRES AMIGOS,"144 Mary Alexander Ct, Northville, MI 48167-1628 United States",Social District,Issued
NORTHVILLE CITY,207876,"LUSSIER INVESTMENTS, LLC",TABLE 5,"130 E Main St, Northville, MI 48167-1620",Social District,Issued
NORTHVILLE CITY,248591,"MAIN STREET HOSPITALITY, LLC",160 MAIN,"160 E Main St, Northville, MI 48167-1620",Social District,Issued
NORTHVILLE CITY,0272250,"NORTHVILLE MARQUIS THEATER ENTERTAINMENT, LLC",NORTHVILLE MARQUIS THEATER,"135 E Main St, Northville, MI 48167-1619 United States",Social District,Issued
NORTHVILLE CITY,241184,NORTHVILLE SPORTS LLC,NORTHVILLE SPORTS DEN,"133 W Main St, Northville, MI 48167-1548",Social District,Issued
NORTHVILLE CITY,168193,"RMJ2 OF NORTHVILLE, INC.",EXCHANGE BAR AND GRILL,"157 E Main St, Northville, MI 48167-1619",Social District,Issued
NORTHVILLE CITY,0270900,"ROOT & ROSE, LLC",TORIA,"115 E MAIN ST, NORTHVILLE, MI 48167 United States",Social District,Issued
NORTHVILLE CITY,0272693,THE LAVA GRILLE NORTHVILLE LLC,THE LAVA GRILLE NORTHVILLE,"133 W Main St, Northville, MI 48167-1548 United States",Social District,Issued
NORTON SHORES CITY,249509,"WEST MICHIGAN RUM COMPANY, LLC",WEST MICHIGAN RUM COMPANY,"2788 McCracken St, Norton Shores, MI 49441-3468 United States",Social District,Issued
NOVI CITY,0260264,ABRAHAM & SONS LLC,BEERHEAD BAR & EATERY,"44375 W 12 Mile Rd, Novi, MI 48377-2533 United States",Social District,Issued
NOVI CITY,0261111,"BATL MI, LLC",BATL,"44175 W 12 MILE RD, NOVI, MI 48377 United States",Social District,Issued
NOVI CITY,245094,BR NOVI LLC,BLACK ROCK BAR AND GRILL,"44175 W 12 Mile Rd, Novi, MI 48377-1982",Social District,Issued
NOVI CITY,0275000,"HUB STADIUM OF FOUNTAIN WALK AT NOVI, LLC",HUB STADIUM,"44175 W 12 MILE RD, NOVI, MI 48377 United States",Social District,Issued
NOVI CITY,141539,"TMA ENTERPRISES OF NOVI, INC.",BUFFALO WILD WINGS BAR & GRILL,"44375 W 12 Mile Rd, Novi, MI 48377-2533",Social District,Issued
NOVI CITY,234809,"BUDDY'S-NOVI, LLC",BUDDY'S RESTAURANT PIZZERIA,"44225 W 12 Mile Rd, Novi, MI 48377-2640",Social District,Pending
OAK PARK CITY,0268699,"DOG AND PONY SHOW BREWING, L.L.C.",DOG AND PONY SHOW BREWING,"14661 W 11 Mile Rd, Oak Park, MI 48237-1154 United States",Social District,Issued
OAK PARK CITY,264815,"OAK PARK SOCIAL, LLC",OAK PARK SOCIAL,"14691 W 11 Mile Rd, Oak Park, MI 48237-1154 United States",Social District,Issued
OAK PARK CITY,237707,"RIVER ROUGE BREWING COMPANY, LLC",UNEXPECTED CRAFT BREWING COMPANY,"14401 W 11 Mile Rd, Oak Park, MI 48237-1153 United States",Social District,Issued
OSCODA TWP,0266387,BOL MANAGEMENT INC.,,"107 S State St, Oscoda, MI 48750-1632 United States",Social District,Issued
OSCODA TWP,246192,LHH L.L.C.,OFFICE LOUNGE OSCODA,"110 E Dwight St, Oscoda, MI 48750-1611 United States",Social District,Issued
OSCODA TWP,99285,"TAIT, JOYCE R & TAIT, WILLIAM R",TAIT'S BILL OF FARE,"111 E Dwight St, Oscoda, MI 48750-1638",Social District,Pending
OTSEGO CITY,234202,"MAUDE'S, LLC",MAUDE'S TAP HOUSE,"119 E Allegan St, Otsego, MI 49078-1101 United States",Social District,Issued
OWOSSO CITY,242763,CULINARIA LLC,LULA'S,"115 S Washington St, Owosso, MI 48867-2943",Social District,Escrow
OWOSSO CITY,0260065,"CRAFT PUB OF OWOSSO, LLC",CRAFT PUB OF OWOSSO,"112 N Washington St, Owosso, MI 48867-2827 United States",Social District,Issued
OWOSSO CITY,2969,"D.J. ENTERPRISES, INC.",ROMA'S BACK DOOR,"200 E Comstock St, Owosso, MI 48867-3102",Social District,Issued
OWOSSO CITY,0272817,THE SIDELINE SPORTS BAR OWOSSO LLC,,"219 S Washington St, Owosso, MI 48867-2901 United States",Social District,Issued
OXFORD VILLAGE,264205,GRAVEL CAPITAL BREWING LLC,GRAVCAP BREWING,"14 N Washington St, Oxford, MI 48371-4699 United States",Social District,Issued
OXFORD VILLAGE,241963,HOMEGROWN BREWING COMPANY LLC,,"28 N Washington St, Oxford, MI 48371-4665",Social District,Issued
OXFORD VILLAGE,233024,"KINGDOM HOSPITALITY, INC.",SULLIVAN'S PUBLIC HOUSE,"23 N Washington St, Oxford, MI 48371-4673",Social District,Issued
OXFORD VILLAGE,191752,"OXFORD SPORTS BAR & GRILL, LLC",OX BAR & GRILL,"23 S Washington St, Oxford, MI 48371-4978",Social District,Issued
OXFORD VILLAGE,139995,"OXFORD TAP ROOM, INC.",OXFORD TAP ROOM,"38 S Washington St, Oxford, MI 48371-4971",Social District,Issued
OXFORD VILLAGE,214051,"R & V HOLDINGS, INC.",24TH STREET SPORTS TAVERN,"15 S Washington St, Oxford, MI 48371-4978",Social District,Issued
OXFORD VILLAGE,7282,"RED KNAPP'S, INC.",RED KNAPP'S AMERICAN GRILL,"2 N Washington St, Oxford, MI 48371",Social District,Issued
OXFORD VILLAGE,131707,"VICTORIA'S DELIGHTS, INC.",VICTORIA'S DELIGHTS,"12 S Washington St, Oxford, MI 48371-4971",Social District,Issued
PETOSKEY CITY,228048,BEARDS BREWERY LLC,,"215 E Lake, Petoskey, MI 49770",Social District,Issued
PETOSKEY CITY,135844,"CROOKED TREE ARTS COUNCIL, INC.","CROOKED TREE ARTS COUNCIL, INC.","461 E Mitchell St, Petoskey, MI 49770-2623",Social District,Issued
PETOSKEY CITY,0260171,HIGH FIVE SPIRITS LLC,GYPSY VODKA,"312 Howard St, Petoskey, MI 49770-2414 United States",Social District,Issued
PETOSKEY CITY,236084,NORTHERN BREWING LLC,TAP 30,"422 E Mitchell St Units 5 & 6, Petoskey, MI 49770-2602",Social District,Issued
PETOSKEY CITY,160624,"PETO'S KEY, INC.",DUFFY'S GARAGE AND GRILLE,"317 E Lake St, Petoskey, MI 49770-2417",Social District,Issued
PETOSKEY CITY,223939,"WINEGUYS, L.L.C.",,"321 Bay St, Petoskey, MI 49770-2406",Social District,Issued
PETOSKEY CITY,3652,"WINEGUYS, L.L.C.",CITY PARK GRILL,"432 E Lake St, Petoskey, MI 49770-2439",Social District,Issued
PONTIAC CITY,0268579,FILLMORE 13 BREWERY LLC,FILLMORE 13 BREWERY,"7 N Saginaw St, Pontiac, MI 48342-2182 United States",Social District,Issued
PONTIAC CITY,99096,"KOSCH ENTERPRISES, INC.",THE LAFAYETTE GRANDE,"1 Lafayette St, Pontiac, MI 48342-2032",Social District,Issued
PONTIAC CITY,0267374,"LBP ENTERTAINMENT GROUP, LLC",LIBERTY BAR,"85 N Saginaw St, Pontiac, MI 48342-2154 United States",Social District,Issued
PONTIAC CITY,0268225,MARIMAR L.L.C.,ALLEY CAT CAFE,"31 N Saginaw St, Pontiac, MI 48342-2153 United States",Social District,Issued
PONTIAC CITY,0262563,"STRAND EVENTS, LLC",STRAND THEATER,"8-12-14-16 N Saginaw St, Pontiac, MI 48341 United States",Social District,Issued
PORT HURON CITY,0268986,SOUTHWEST 321 LLC,MARTINA'S GRILL,"321 Huron Ave, Port Huron, MI 48060-3823 United States",Social District,Escrow
PORT HURON CITY,0260361,CITY OF PORT HURON,,"701 McMorran Blvd, Port Huron, MI 48060-3880 United States",Social District,Issued
PORT HURON CITY,178372,"HARRIS RESTAURANTS, INC.",CASEY'S PIZZA & SUB SHOP,"628 Huron Ave, Port Huron, MI 48060-3702",Social District,Issued
PORT HURON CITY,226299,"LYNCH'S IRISH TAVERN, LLC",LYNCH'S IRISH TAVERN,"210 Huron Ave, Port Huron, MI 48060-3822",Social District,Issued
PORT HURON CITY,0260822,"PORT HURON HOSPITALITY HOLDINGS, LLC",CITY FLATS HOTEL,"405 Water St, Port Huron, MI 48060-5447 United States",Social District,Issued
PORT HURON CITY,237363,"S. HOSSAIN BAR & RESTAURANT MANAGEMENT, LLC","RAVEN CAFE, LLC","932 Military St, Port Huron, MI 48060-5472",Social District,Issued
PORT HURON CITY,245018,"SPERRY'S THEATRE OPERATIONS, LLC",SPERRY'S MOVIE HOUSE,"301 Huron Ave, Port Huron, MI 48060-3823",Social District,Issued
PORT HURON CITY,157213,"VINTAGE TAVERN, L.L.C.",VINTAGE TAVERN,"103 Michigan St, Port Huron, MI 48060-3878",Social District,Issued
PORT HURON CITY,0259194,"WINGS OF PORT HURON, LLC",WINGS ETC,"330 Quay St, Port Huron, MI 48060-3828 United States",Social District,Issued
